CustomerKey;FirstName;MiddleName;LastName;Full_Name;MaritalStatus;Gender;DateFirstPurchase;Customer city
20173;Dennis;NULL;Zhao;Dennis Zhao;M;Male;2021-06-20;London
20174;Douglas;E;Gonzalez;Douglas Gonzalez;M;Male;2023-10-16;Berlin
20175;Alisha;D;Lu;Alisha Lu;S;Female;2023-07-09;Orleans
20176;Antonio;NULL;Alexander;Antonio Alexander;S;Male;2023-10-01;Darmstadt
20177;Kelvin;W;Li;Kelvin Li;S;Male;2023-06-11;Courbevoie
20178;Deborah;A;Anand;Deborah Anand;S;Female;2023-03-21;Orleans
20179;Denise;NULL;Patel;Denise Patel;S;Female;2023-06-01;Warrington
20180;Amanda;NULL;Sanders;Amanda Sanders;M;Female;2023-01-01;Lemon Grove
20181;Catherine;J;Brooks;Catherine Brooks;M;Female;2023-01-10;National City
20182;Isabelle;NULL;Price;Isabelle Price;M;Female;2021-12-04;Westminster
20183;Sophia;NULL;Allen;Sophia Allen;M;Female;2023-01-29;Lebanon
20184;Jessica;S;Richardson;Jessica Richardson;M;Female;2023-04-26;Beaverton
20185;Xavier;NULL;Cooper;Xavier Cooper;S;Male;2023-09-16;El Cajon
20186;Connor;NULL;Li;Connor Li;M;Male;2022-01-01;Shawnee
20187;Robert;C;King;Robert King;M;Male;2023-06-16;Spring Valley
20188;Kimberly;A;Watson;Kimberly Watson;M;Female;2022-01-16;Langford
20189;Grace;A;Hall;Grace Hall;S;Female;2023-09-15;Sooke
20190;Angela;K;Reed;Angela Reed;S;Female;2023-06-20;Olympia
20191;Chad;A;Rai;Chad Rai;S;Male;2023-06-28;Berkeley
20192;Amber;NULL;Campbell;Amber Campbell;S;Female;2023-06-14;Berkeley
20193;Alyssa;C;Gray;Alyssa Gray;S;Female;2023-06-10;Mill Valley
20194;Connor;K;Campbell;Connor Campbell;M;Male;2023-06-23;San Diego
20195;Blake;NULL;Wilson;Blake Wilson;M;Male;2023-06-02;Edmonds
20196;Cameron;NULL;Perry;Cameron Perry;M;Male;2023-06-27;Oregon City
20197;Olivia;NULL;Johnson;Olivia Johnson;M;Female;2023-06-23;Lake Oswego
20198;Sierra;NULL;Evans;Sierra Evans;S;Female;2023-06-13;Novato
20199;Hailey;L;Cook;Hailey Cook;M;Female;2023-02-20;Newport Beach
20200;Noah;NULL;Gonzales;Noah Gonzales;M;Male;2023-01-28;Sedro Woolley
20201;Chloe;NULL;Harris;Chloe Harris;M;Female;2024-01-28;Lemon Grove
20202;Alexandra;B;Jones;Alexandra Jones;M;Female;2023-12-08;Haney
20203;Roy;D;Blanco;Roy Blanco;M;Male;2023-09-22;Beaverton
20204;Renee;NULL;Carlson;Renee Carlson;M;Female;2023-01-30;Berkeley
20205;Bryce;NULL;Cox;Bryce Cox;S;Male;2023-06-12;Beaverton
20206;Olivia;V;Murphy;Olivia Murphy;M;Female;2022-01-05;Langley
20207;Angel;T;Bailey;Angel Bailey;M;Male;2023-06-12;La Jolla
20208;Austin;NULL;Hayes;Austin Hayes;M;Male;2021-12-31;Langford
20209;Andrea;A;Turner;Andrea Turner;M;Female;2022-01-18;Langley
20210;Stephanie;P;Powell;Stephanie Powell;M;Female;2023-02-17;Oregon City
20211;Scott;M.;Rodgers;Scott Rodgers;M;Male;2021-10-16;East Brisbane
20212;Krista;P;Alonso;Krista Alonso;M;Female;2023-05-20;Sydney
20213;Gina;L;Dominguez;Gina Dominguez;S;Female;2021-10-02;Coffs Harbour
20214;Trisha;V;Liu;Trisha Liu;S;Female;2021-10-13;Hervey Bay
20215;Ioannis;NULL;Xylaras;Ioannis Xylaras;S;Female;2021-10-21;Goulburn
20216;Shawn;S;Chander;Shawn Chander;M;Male;2021-10-23;Findon
20217;Valerie;NULL;Wang;Valerie Wang;M;Female;2021-10-10;Brisbane
20218;Drew;A;Xie;Drew Xie;M;Male;2023-04-24;East Brisbane
20219;Colleen;L;Harrison;Colleen Harrison;M;Female;2021-10-18;Caloundra
20220;Wendy;NULL;Carlson;Wendy Carlson;S;Female;2021-10-27;Caloundra
20221;Kaylee;C;Sanders;Kaylee Sanders;M;Female;2021-10-18;Melton
20222;Melissa;M;Morgan;Melissa Morgan;M;Female;2023-06-07;Coffs Harbour
20223;Terrance;E;Malhotra;Terrance Malhotra;M;Male;2023-11-05;Rockhampton
20224;Lawrence;J;Gill;Lawrence Gill;M;Male;2023-10-03;Lavender Bay
20225;Sharon;NULL;Rai;Sharon Rai;S;Female;2021-10-18;Wollongong
20226;Valerie;C;She;Valerie She;M;Female;2021-10-11;Findon
20227;Louis;K;Zhang;Louis Zhang;M;Male;2021-10-21;Silverwater
20228;Raymond;S;Arthur;Raymond Arthur;M;Male;2021-10-28;Seaford
20229;Austin;F;Walker;Austin Walker;M;Male;2023-08-19;Cranbourne
20230;Gary;D;Munoz;Gary Munoz;M;Male;2023-06-13;Wollongong
20231;Kelvin;NULL;Zhou;Kelvin Zhou;S;Male;2023-05-23;Bendigo
20232;Franklin;L;Chande;Franklin Chande;M;Male;2023-06-13;Hobart
20233;Jenny;NULL;Raje;Jenny Raje;S;Female;2023-05-03;Springwood
20234;Gerald;NULL;Mehta;Gerald Mehta;S;Male;2023-02-23;North Sydney
20235;Kenneth;NULL;Deng;Kenneth Deng;S;Male;2023-12-13;Coffs Harbour
20236;Cesar;R;Chandra;Cesar Chandra;S;Male;2021-10-27;Cranbourne
20237;Hunter;E;Yang;Hunter Yang;M;Male;2023-02-01;Hervey Bay
20238;Anna;NULL;Watson;Anna Watson;S;Female;2021-10-21;Brisbane
20239;Jill;A;Ortega;Jill Ortega;M;Female;2021-10-23;Coffs Harbour
20240;Beth;NULL;Rubio;Beth Rubio;M;Female;2023-10-16;Perth
20241;Cesar;J;Mehta;Cesar Mehta;M;Male;2021-10-13;Milsons Point
20242;Christopher;M;Thomas;Christopher Thomas;M;Male;2021-10-09;Sydney
20243;Tamara;A;Ye;Tamara Ye;S;Female;2023-05-22;Cranbourne
20244;Dawn;C;Raji;Dawn Raji;S;Female;2021-10-18;East Brisbane
20245;Darren;L;Malhotra;Darren Malhotra;S;Male;2021-10-01;Geelong
20246;Mindy;NULL;Xu;Mindy Xu;M;Female;2021-09-30;Hervey Bay
20247;Kristina;L;Lopez;Kristina Lopez;S;Female;2021-10-05;Hobart
20248;Gina;NULL;Suarez;Gina Suarez;M;Female;2023-12-26;Melbourne
20249;Tasha;M;Kumar;Tasha Kumar;S;Female;2021-10-16;St. Leonards
20250;Charles;M;Garcia;Charles Garcia;M;Male;2023-04-18;Gold Coast
20251;Luis;K;Li;Luis Li;M;Male;2023-04-22;Rockhampton
20252;Darrell;NULL;Raje;Darrell Raje;M;Male;2023-09-01;Lavender Bay
20253;Veronica;G;Kapoor;Veronica Kapoor;S;Female;2021-09-30;Cloverdale
20254;Dana;NULL;Gutierrez;Dana Gutierrez;S;Female;2023-09-16;North Sydney
20255;Stephanie;NULL;Russell;Stephanie Russell;M;Female;2023-02-10;Sydney
20256;Javier;R;Serrano;Javier Serrano;S;Male;2021-11-10;Melton
20257;Roy;C;Carlson;Roy Carlson;S;Male;2024-01-24;Warrnambool
20258;Katelyn;NULL;Ward;Katelyn Ward;S;Female;2021-11-22;Brisbane
20259;Jenny;NULL;Andersen;Jenny Andersen;S;Female;2021-11-01;Sunbury
20260;Ethan;C;Martinez;Ethan Martinez;S;Male;2021-11-10;Caloundra
20261;Mariah;NULL;Rivera;Mariah Rivera;M;Female;2021-11-13;Gold Coast
20262;Brett;A;Prasad;Brett Prasad;M;Male;2023-07-01;Seaford
20263;Steve;C;Zhou;Steve Zhou;S;Male;2023-11-26;Springwood
20264;Jay;NULL;Carlson;Jay Carlson;S;Male;2021-11-23;Cloverdale
20265;Clarence;NULL;Guo;Clarence Guo;M;Male;2023-03-13;Hervey Bay
20266;Summer;L;Gonzalez;Summer Gonzalez;M;Female;2023-04-20;Hobart
20267;Monica;D;Garcia;Monica Garcia;M;Female;2023-08-05;Malabar
20268;Jorge;NULL;He;Jorge He;M;Male;2023-10-23;Melton
20269;Hunter;A;Foster;Hunter Foster;M;Male;2023-10-28;Bendigo
20270;Kevin;L;Phillips;Kevin Phillips;M;Male;2023-04-22;Imperial Beach
20271;Barry;B;Fernandez;Barry Fernandez;S;Male;2023-07-17;Berkeley
20272;Seth;W;James;Seth James;S;Male;2023-09-24;Bellingham
20273;Katherine;J;Martin;Katherine Martin;S;Female;2023-09-28;Victoria
20274;Brent;NULL;Wang;Brent Wang;M;Male;2023-08-02;Ballard
20275;Angela;J;Kelly;Angela Kelly;M;Female;2024-01-13;Lake Oswego
20276;Haley;R;Sanchez;Haley Sanchez;S;Female;2024-01-05;Seattle
20277;Mary;R;Hall;Mary Hall;M;Female;2023-05-03;Melton
20278;Alisha;N;Oliver;Alisha Oliver;M;Female;2023-03-03;Concord
20279;Trevor;A;Henderson;Trevor Henderson;S;Male;2023-03-16;Grossmont
20280;Joshua;L;Harris;Joshua Harris;S;Male;2023-03-16;Metchosin
20281;Karl;V;Xie;Karl Xie;S;Male;2023-06-18;Ballard
20282;Trisha;NULL;Xu;Trisha Xu;S;Female;2023-07-05;North Ryde
20283;Katie;A;Shen;Katie Shen;M;Female;2021-11-06;Rhodes
20284;Deanna;NULL;Ashe;Deanna Ashe;S;Female;2021-11-11;Rhodes
20285;Aaron;NULL;Alexander;Aaron Alexander;M;Male;2023-12-13;Kirkland
20286;Stacey;W;Wu;Stacey Wu;S;Female;2023-04-24;Bellflower
20287;Destiny;V;Simmons;Destiny Simmons;S;Female;2023-09-11;Chula Vista
20288;Jeremiah;NULL;Edwards;Jeremiah Edwards;S;Male;2023-11-09;Imperial Beach
20289;Jada;NULL;Richardson;Jada Richardson;S;Female;2023-08-22;Mill Valley
20290;Austin;L;Simmons;Austin Simmons;S;Male;2023-04-09;Santa Monica
20291;Alexis;NULL;Walker;Alexis Walker;S;Female;2023-06-23;San Carlos
20292;Katherine;NULL;Ross;Katherine Ross;S;Female;2023-10-30;Daly City
20293;Rachel;A;Jackson;Rachel Jackson;S;Female;2023-09-15;Mill Valley
20294;Julia;B;Davis;Julia Davis;S;Female;2023-09-13;Woodland Hills
20295;Christopher;C;Brown;Christopher Brown;M;Male;2023-06-13;Tacoma
20296;Morgan;L;Diaz;Morgan Diaz;S;Female;2023-05-30;Burlingame
20297;Valerie;NULL;Wu;Valerie Wu;S;Female;2023-03-12;Berkeley
20298;Edgar;NULL;Arun;Edgar Arun;S;Male;2024-01-26;Burbank
20299;Megan;J;Cook;Megan Cook;M;Female;2023-04-13;N. Vancouver
20300;Xavier;M;Garcia;Xavier Garcia;S;Male;2023-09-25;Vancouver
20301;Gloria;L;Bradley;Gloria Bradley;M;Female;2023-05-23;Bellingham
20302;Tasha;NULL;Andersen;Tasha Andersen;S;Female;2023-03-24;Burlingame
20303;Bryce;J;Morgan;Bryce Morgan;M;Male;2023-03-24;Colma
20304;Jesse;NULL;Edwards;Jesse Edwards;S;Male;2023-06-19;Walla Walla
20305;Caleb;NULL;Ross;Caleb Ross;S;Male;2023-10-06;Bellflower
20306;Mary;NULL;Baker;Mary Baker;S;Female;2023-05-01;Concord
20307;Natalie;T;Blue;Natalie Blue;S;Female;2023-06-09;Coronado
20308;Pieter;L;Uittenbogaard;Pieter Uittenbogaard;M;Female;2023-03-18;Lemon Grove
20309;Cristina;J;Sharma;Cristina Sharma;M;Female;2024-01-04;Malabar
20310;Timothy;R;Ramirez;Timothy Ramirez;S;Male;2023-06-19;Long Beach
20311;Cole;NULL;Bell;Cole Bell;M;Male;2023-11-17;Los Angeles
20312;Ryan;A;Lewis;Ryan Lewis;M;Male;2023-05-06;N. Vancouver
20313;Oscar;G;Bennett;Oscar Bennett;S;Male;2023-12-02;Beaverton
20314;Russell;J;Deng;Russell Deng;M;Male;2023-11-22;St. Leonards
20315;Devin;NULL;Ramirez;Devin Ramirez;S;Male;2023-06-15;Walla Walla
20316;Suzanne;R;Zhang;Suzanne Zhang;S;Female;2023-02-26;Findon
20317;Alex;K;Green;Alex Green;M;Male;2023-03-28;Goulburn
20318;Amanda;L;Turner;Amanda Turner;M;Female;2022-02-03;N. Vancouver
20319;Dylan;NULL;Alexander;Dylan Alexander;M;Male;2023-06-14;Burien
20320;Mindy;F;Nath;Mindy Nath;M;Female;2023-06-07;Bellflower
20321;Colleen;C;Chen;Colleen Chen;M;Female;2023-06-10;Burbank
20322;Rachel;NULL;Wood;Rachel Wood;S;Female;2023-12-25;Marysville
20323;Justin;A;Coleman;Justin Coleman;S;Male;2023-03-21;Redmond
20324;Ashley;E;Rodriguez;Ashley Rodriguez;M;Female;2023-03-29;Bellflower
20325;Charles;NULL;Williams;Charles Williams;S;Male;2023-10-31;Newport Beach
20326;Paige;NULL;Blue;Paige Blue;M;Female;2023-04-28;San Carlos
20327;Sophia;NULL;Perez;Sophia Perez;M;Female;2023-05-18;San Carlos
20328;Sierra;NULL;Carter;Sierra Carter;M;Female;2023-08-18;San Diego
20329;Jose;C;Yang;Jose Yang;M;Male;2023-10-23;West Covina
20330;Nathan;A;Thomas;Nathan Thomas;M;Male;2023-12-31;Shawnee
20331;Jeremy;NULL;Cox;Jeremy Cox;M;Male;2023-05-29;Bellingham
20332;Danny;J;Navarro;Danny Navarro;M;Male;2023-09-11;Bellingham
20333;Abigail;NULL;Gonzales;Abigail Gonzales;S;Female;2023-11-15;Edmonds
20334;Jeremiah;S;Mitchell;Jeremiah Mitchell;M;Male;2023-02-13;Bellflower
20335;Adam;M;Gonzales;Adam Gonzales;S;Male;2023-09-23;Colma
20336;Ian;NULL;Young;Ian Young;M;Male;2023-12-15;Concord
20337;Xavier;NULL;Hall;Xavier Hall;M;Male;2023-03-04;La Jolla
20338;Anna;NULL;James;Anna James;S;Female;2023-10-21;Lakewood
20339;Kaitlyn;NULL;Hughes;Kaitlyn Hughes;M;Female;2023-03-27;Long Beach
20340;Makayla;NULL;Kelly;Makayla Kelly;M;Female;2023-03-31;National City
20341;Tyler;J;Smith;Tyler Smith;M;Male;2023-07-28;Langley
20342;Aimee;J;Lu;Aimee Lu;M;Female;2023-10-07;Bremerton
20343;Sierra;K;Hill;Sierra Hill;M;Female;2023-02-06;Kirkland
20344;Ashlee;NULL;Anand;Ashlee Anand;M;Female;2023-03-08;Beverly Hills
20345;Regina;S;Martinez;Regina Martinez;S;Female;2023-04-12;Beverly Hills
20346;Angelica;NULL;Washington;Angelica Washington;S;Female;2023-04-20;San Diego
20347;Savannah;K;Roberts;Savannah Roberts;M;Female;2023-04-20;San Gabriel
20348;Chloe;NULL;Evans;Chloe Evans;S;Female;2023-04-08;Spring Valley
20349;Nicole;M;Harris;Nicole Harris;M;Female;2023-07-04;Novato
20350;Isabella;C;Campbell;Isabella Campbell;M;Female;2022-02-27;Oak Bay
20351;Maria;N;Gonzalez;Maria Gonzalez;M;Female;2023-09-20;Bellflower
20352;Melissa;NULL;Foster;Melissa Foster;M;Female;2023-04-16;Beaverton
20353;Allison;NULL;Phillips;Allison Phillips;S;Female;2023-04-19;La Jolla
20354;Austin;NULL;Williams;Austin Williams;M;Male;2023-05-27;Burnaby
20355;Melanie;S;Gray;Melanie Gray;S;Female;2023-10-02;Salem
20356;Louis;K;Lu;Louis Lu;M;Male;2023-12-15;Beaverton
20357;Julian;NULL;Price;Julian Price;M;Female;2023-06-20;Marysville
20358;Brian;NULL;Murphy;Brian Murphy;M;Male;2023-05-03;Walla Walla
20359;Rachel;NULL;Blue;Rachel Blue;M;Female;2023-06-07;Bellflower
20360;Brianna;M;Russell;Brianna Russell;M;Female;2023-08-22;Imperial Beach
20361;Jonathon;NULL;Moreno;Jonathon Moreno;M;Male;2023-02-14;Burien
20362;Seth;L;Gonzalez;Seth Gonzalez;M;Male;2023-11-11;Walla Walla
20363;Alexander;L;Brown;Alexander Brown;S;Male;2023-11-11;Daly City
20364;Anna;NULL;Jackson;Anna Jackson;M;Female;2023-12-21;West Covina
20365;Isaac;L;Scott;Isaac Scott;M;Male;2024-01-26;Bellingham
20366;Marcus;A;Powell;Marcus Powell;M;Male;2023-02-24;Grossmont
20367;Jessica;NULL;Anderson;Jessica Anderson;M;Female;2023-11-30;Lakewood
20368;Thomas;J;Jackson;Thomas Jackson;S;Male;2023-05-06;Spring Valley
20369;Trevor;J;Barnes;Trevor Barnes;S;Male;2023-05-08;Corvallis
20370;Blake;S;Young;Blake Young;M;Male;2023-05-08;Issaquah
20371;Grace;J;Bryant;Grace Bryant;M;Female;2023-06-15;San Carlos
20372;Kaitlyn;NULL;Edwards;Kaitlyn Edwards;M;Female;2023-06-12;Lake Oswego
20373;Morgan;C;Williams;Morgan Williams;M;Female;2022-03-28;Langley
20374;Fernando;S;Adams;Fernando Adams;M;Male;2023-05-31;Fremont
20375;Olivia;NULL;Perry;Olivia Perry;S;Female;2022-04-09;Westminster
20376;Destiny;NULL;Lewis;Destiny Lewis;S;Female;2023-04-26;Concord
20377;Brian;E;Reed;Brian Reed;M;Male;2023-05-27;Lebanon
20378;Nathan;M;Jai;Nathan Jai;M;Male;2023-02-15;Burien
20379;Brittney;C;Chen;Brittney Chen;S;Female;2023-08-05;Bellflower
20380;Catherine;M;Reed;Catherine Reed;M;Female;2023-04-21;Westminster
20381;Blake;NULL;Bennett;Blake Bennett;M;Male;2023-10-30;Marysville
20382;Jack;M;Hernandez;Jack Hernandez;M;Male;2023-04-30;Lakewood
20383;Richard;M;Hernandez;Richard Hernandez;S;Male;2023-10-26;Seattle
20384;Luis;NULL;Gonzalez;Luis Gonzalez;M;Male;2023-05-25;Imperial Beach
20385;Jason;NULL;Patterson;Jason Patterson;M;Male;2023-05-15;Olympia
20386;Anna;O;Russell;Anna Russell;M;Female;2023-05-08;Lemon Grove
20387;Jordan;R;Adams;Jordan Adams;M;Male;2023-07-06;Burbank
20388;Natasha;A;Gill;Natasha Gill;M;Female;2023-09-04;Bellingham
20389;Lee;NULL;Romero;Lee Romero;M;Male;2023-11-04;Ballard
20390;Ross;NULL;Ramos;Ross Ramos;S;Male;2023-08-25;Bremerton
20391;Meghan;A;Serrano;Meghan Serrano;M;Female;2023-02-08;Concord
20392;Destiny;H;Ramirez;Destiny Ramirez;M;Female;2023-10-28;Palo Alto
20393;Kaitlyn;NULL;White;Kaitlyn White;S;Female;2024-01-05;Grossmont
20394;Emma;S;Butler;Emma Butler;M;Female;2023-07-03;Olympia
20395;Katherine;B;Rogers;Katherine Rogers;S;Female;2023-07-14;Burlingame
20396;Jason;M;Simmons;Jason Simmons;S;Male;2023-10-02;Coronado
20397;Isaiah;A;Gray;Isaiah Gray;M;Male;2023-10-16;Grossmont
20398;Jordan;NULL;Collins;Jordan Collins;S;Female;2023-06-09;Palo Alto
20399;Benjamin;NULL;Rodriguez;Benjamin Rodriguez;M;Male;2023-07-21;Lynnwood
20400;Sydney;NULL;Henderson;Sydney Henderson;M;Female;2023-07-06;Fremont
20401;Hannah;G;Jenkins;Hannah Jenkins;M;Female;2023-07-23;Burlingame
20402;Vincent;NULL;Liang;Vincent Liang;M;Male;2023-06-16;Cranbourne
20403;Mitchell;C;Lal;Mitchell Lal;M;Male;2023-12-24;Rockhampton
20404;Jorge;NULL;Yang;Jorge Yang;S;Male;2024-01-11;Findon
20405;Isaiah;NULL;Campbell;Isaiah Campbell;S;Male;2023-05-18;San Carlos
20406;Felicia;D;Munoz;Felicia Munoz;M;Female;2023-09-08;Seaford
20407;Kristopher;C;Vance;Kristopher Vance;M;Male;2023-08-14;Wollongong
20408;Isaac;NULL;Morgan;Isaac Morgan;S;Male;2023-09-01;Burien
20409;Sophia;NULL;Young;Sophia Young;S;Female;2023-08-15;Spokane
20410;Richard;NULL;Jackson;Richard Jackson;M;Male;2023-04-10;Spokane
20411;Cole;S;James;Cole James;M;Male;2023-05-14;El Cajon
20412;David;NULL;Jackson;David Jackson;M;Male;2023-05-05;Torrance
20413;Taylor;L;Powell;Taylor Powell;M;Female;2023-03-23;Berkeley
20414;Amanda;M;Bailey;Amanda Bailey;M;Female;2023-10-11;Newport Beach
20415;Evelyn;NULL;Sai;Evelyn Sai;M;Female;2023-08-13;St. Leonards
20416;Dale;M;Goel;Dale Goel;S;Male;2021-11-01;Brisbane
20417;Bruce;P;Vazquez;Bruce Vazquez;M;Male;2023-04-17;South Melbourne
20418;Joe;C;Vazquez;Joe Vazquez;M;Male;2021-11-22;Lavender Bay
20419;Billy;NULL;Romero;Billy Romero;M;Male;2023-04-07;Melbourne
20420;Evelyn;S;Mehta;Evelyn Mehta;M;Female;2021-10-31;Cloverdale
20421;Victoria;C;Alexander;Victoria Alexander;S;Female;2023-05-09;Bellflower
20422;Maria;NULL;Brooks;Maria Brooks;S;Female;2023-07-08;San Diego
20423;Alicia;H;Goel;Alicia Goel;S;Female;2021-11-15;Wollongong
20424;Marie;NULL;Romero;Marie Romero;M;Female;2021-11-03;Warrnambool
20425;Sabrina;E;Torres;Sabrina Torres;M;Female;2021-11-19;North Sydney
20426;Johnathan;D;Perez;Johnathan Perez;M;Male;2021-11-01;Hawthorne
20427;Mario;S;Raje;Mario Raje;S;Male;2021-11-25;Findon
20428;Brent;NULL;Ma;Brent Ma;M;Male;2024-01-17;Goulburn
20429;Curtis;D;Gao;Curtis Gao;M;Male;2021-11-12;Coffs Harbour
20430;Maurice;NULL;Ashe;Maurice Ashe;M;Male;2021-11-09;East Brisbane
20431;Corey;NULL;Raje;Corey Raje;S;Male;2023-09-26;Beaverton
20432;Juan;W;Sanders;Juan Sanders;S;Male;2023-11-07;Lynnwood
20433;Chloe;R;Taylor;Chloe Taylor;M;Female;2023-12-08;Milwaukie
20434;Nathan;A;Sharma;Nathan Sharma;S;Male;2023-07-06;Imperial Beach
20435;Natalie;E;Green;Natalie Green;M;Female;2023-07-16;Lemon Grove
20436;Anna;NULL;Barnes;Anna Barnes;S;Female;2023-07-30;Palo Alto
20437;Gabriella;NULL;Howard;Gabriella Howard;S;Female;2023-07-12;West Covina
20438;Robert;C;Scott;Robert Scott;S;Male;2023-04-11;West Covina
20439;Chloe;M;Rogers;Chloe Rogers;M;Female;2023-02-24;Imperial Beach
20440;Alexandra;NULL;Hughes;Alexandra Hughes;S;Female;2023-05-26;Redwood City
20441;Abigail;NULL;Henderson;Abigail Henderson;M;Female;2023-08-25;Oak Bay
20442;Jorge;T;Chen;Jorge Chen;M;Male;2023-05-15;Burbank
20443;Adrian;J;Cox;Adrian Cox;S;Male;2023-10-04;Grossmont
20444;Cara;NULL;Zeng;Cara Zeng;S;Female;2021-11-27;Hobart
20445;Barbara;NULL;Deng;Barbara Deng;M;Female;2021-11-18;Lane Cove
20446;Clayton;K;Rai;Clayton Rai;M;Male;2021-10-29;Hervey Bay
20447;Jodi;NULL;Goel;Jodi Goel;S;Female;2021-10-30;Silverwater
20448;Jésus;E;Blanco;Jésus Blanco;M;Male;2021-11-19;Springwood
20449;Rachel;NULL;Walker;Rachel Walker;S;Female;2023-07-10;Burlingame
20450;Edwin;NULL;Tang;Edwin Tang;S;Male;2021-11-20;Lane Cove
20451;Kelli;A;Anand;Kelli Anand;S;Female;2021-11-17;Newcastle
20452;Kelli;J;Xie;Kelli Xie;S;Female;2021-11-23;Sunbury
20453;Bryant;C;Arun;Bryant Arun;M;Male;2023-02-01;Springwood
20454;Fernando;NULL;Martinez;Fernando Martinez;S;Male;2023-06-30;Rockhampton
20455;Bruce;C;Blanco;Bruce Blanco;M;Male;2024-01-19;Seaford
20456;Alfredo;NULL;Ramos;Alfredo Ramos;S;Male;2021-11-12;Sunbury
20457;Alexandra;NULL;Morris;Alexandra Morris;M;Female;2023-05-28;Milwaukie
20458;Erick;S;Subram;Erick Subram;M;Male;2023-04-29;Burlingame
20459;Maria;J;Barnes;Maria Barnes;M;Female;2023-07-29;Chula Vista
20460;Wesley;NULL;Zeng;Wesley Zeng;M;Male;2023-02-10;North Sydney
20461;Mackenzie;NULL;Nelson;Mackenzie Nelson;S;Female;2023-06-01;San Gabriel
20462;Haley;C;Mitchell;Haley Mitchell;S;Female;2023-06-09;Woodland Hills
20463;Jasmine;J;Bryant;Jasmine Bryant;M;Female;2023-07-19;Daly City
20464;Amy;A;Lu;Amy Lu;M;Female;2023-06-23;Beaverton
20465;Isabel;L;Henderson;Isabel Henderson;M;Female;2023-06-05;Colma
20466;Benjamin;NULL;Jai;Benjamin Jai;M;Male;2024-01-20;Palo Alto
20467;Gabrielle;NULL;Bennett;Gabrielle Bennett;M;Female;2023-10-21;Issaquah
20468;Olivia;NULL;Richardson;Olivia Richardson;M;Female;2022-04-22;Sooke
20469;Manuel;G;Suri;Manuel Suri;M;Male;2023-12-17;Beaverton
20470;Melissa;W;Gonzales;Melissa Gonzales;S;Female;2022-04-17;Royal Oak
20471;Carlos;NULL;Gonzalez;Carlos Gonzalez;M;Male;2023-12-02;Kirkland
20472;Edward;A;Coleman;Edward Coleman;S;Male;2023-06-27;Beaverton
20473;Mason;M;Rivera;Mason Rivera;M;Male;2024-01-26;Beaverton
20474;Edward;S;Turner;Edward Turner;M;Male;2023-07-29;Lake Oswego
20475;Blake;M;Martinez;Blake Martinez;M;Male;2023-06-10;Chula Vista
20476;Destiny;NULL;Long;Destiny Long;S;Female;2023-06-02;San Gabriel
20477;Brandon;E;Washington;Brandon Washington;S;Male;2023-07-07;San Gabriel
20478;Jonathan;NULL;Moore;Jonathan Moore;M;Male;2023-05-12;Newton
20479;Andrew;NULL;Jackson;Andrew Jackson;M;Male;2023-10-12;Sooke
20480;Carlos;L;Cox;Carlos Cox;S;Male;2023-07-17;Lebanon
20481;Jordan;L;Edwards;Jordan Edwards;M;Male;2023-07-27;Newport Beach
20482;Gina;NULL;Diaz;Gina Diaz;S;Female;2023-06-25;Burien
20483;Austin;NULL;Kumar;Austin Kumar;M;Male;2022-05-07;Shawnee
20484;Gabriella;NULL;Morgan;Gabriella Morgan;S;Female;2023-07-21;Palo Alto
20485;Richard;NULL;Reed;Richard Reed;M;Male;2023-07-08;Los Angeles
20486;Jack;NULL;Butler;Jack Butler;M;Male;2023-09-21;Woodland Hills
20487;Alexander;D;White;Alexander White;M;Male;2023-05-01;Bellingham
20488;Cassidy;NULL;Foster;Cassidy Foster;M;Female;2023-11-22;Kirkland
20489;Jacob;F;Davis;Jacob Davis;S;Male;2023-04-23;Lynnwood
20490;Kaylee;G;Roberts;Kaylee Roberts;M;Female;2023-12-30;Mill Valley
20491;Dakota;NULL;Perry;Dakota Perry;M;Male;2024-01-05;Everett
20492;Madison;C;Martin;Madison Martin;M;Female;2023-01-31;N. Vancouver
20493;Matthew;NULL;Jackson;Matthew Jackson;M;Male;2023-11-14;Milwaukie
20494;Jesse;E;Peterson;Jesse Peterson;M;Male;2023-03-04;Imperial Beach
20495;Wesley;A;Wang;Wesley Wang;M;Male;2023-06-18;Burlingame
20496;Jada;J;Roberts;Jada Roberts;M;Female;2023-07-22;El Cajon
20497;Francisco;NULL;Javier Castrejón;Francisco Javier Castrejón;M;Female;2023-02-28;Burlingame
20498;Miguel;NULL;Phillips;Miguel Phillips;M;Male;2023-07-30;Newton
20499;Christian;T;Robinson;Christian Robinson;S;Male;2024-01-11;Haney
20500;Morgan;E;Butler;Morgan Butler;M;Female;2023-04-23;Port Hammond
20501;Morgan;NULL;Nelson;Morgan Nelson;M;Female;2023-07-28;Sedro Woolley
20502;John;NULL;Harris;John Harris;M;Male;2023-04-20;Downey
20503;Tony;E;Jai;Tony Jai;M;Male;2023-04-17;Burbank
20504;Rakesh;J;Tangirala;Rakesh Tangirala;M;Female;2023-09-05;Lakewood
20505;Alexa;NULL;Cox;Alexa Cox;M;Female;2023-04-04;Woodland Hills
20506;Paige;NULL;Bradley;Paige Bradley;M;Female;2023-03-03;Redmond
20507;Joshua;A;Anderson;Joshua Anderson;M;Male;2023-06-14;Tacoma
